id	species	location	iso2	iso3	country	state	intregion	region
EPI_ISL_421854	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420521	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421855	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420524	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421852	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420523	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421853	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421850	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421851	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420520	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_418202	Human	North America / USA / New York / Manhattan	US	USA	USA	New York	Northern America	North America
EPI_ISL_419533	Human	Europe / Germany / Duesseldorf	DE	DEU	Germany	Duesseldorf	Western Europe	Europe
EPI_ISL_418201	Human	North America / USA / New York / Manhattan	US	USA	USA	New York	Northern America	North America
EPI_ISL_419532	Human	Europe / Germany / Duesseldorf	DE	DEU	Germany	Duesseldorf	Western Europe	Europe
EPI_ISL_418200	Human	North America / USA / New York / Manhattan	US	USA	USA	New York	Northern America	North America
EPI_ISL_419531	Human	Europe / Germany / Duesseldorf	DE	DEU	Germany	Duesseldorf	Western Europe	Europe
EPI_ISL_419530	Human	Europe / Germany / Duesseldorf	DE	DEU	Germany	Duesseldorf	Western Europe	Europe
EPI_ISL_418206	Human	Africa / Senegal / Dakar	SN	SEN	Senegal	Dakar	Western Africa	Africa
EPI_ISL_419537	Human	Europe / Germany / Duesseldorf	DE	DEU	Germany	Duesseldorf	Western Europe	Europe
EPI_ISL_418205	Human	North America / USA / New York / Manhattan	US	USA	USA	New York	Northern America	North America
EPI_ISL_419536	Human	Europe / Germany / Duesseldorf	DE	DEU	Germany	Duesseldorf	Western Europe	Europe
EPI_ISL_418204	Human	North America / USA / New York / Manhattan	US	USA	USA	New York	Northern America	North America
EPI_ISL_419535	Human	Europe / Germany / Duesseldorf	DE	DEU	Germany	Duesseldorf	Western Europe	Europe
EPI_ISL_418203	Human	North America / USA / New York / Manhattan	US	USA	USA	New York	Northern America	North America
EPI_ISL_419534	Human	Europe / Germany / Duesseldorf	DE	DEU	Germany	Duesseldorf	Western Europe	Europe
EPI_ISL_418209	Human	Africa / Senegal / Dakar	SN	SEN	Senegal	Dakar	Western Africa	Africa
EPI_ISL_418208	Human	Africa / Senegal / Dakar	SN	SEN	Senegal	Dakar	Western Africa	Africa
EPI_ISL_419539	Human	Europe / Germany / Duesseldorf	DE	DEU	Germany	Duesseldorf	Western Europe	Europe
EPI_ISL_418207	Human	Africa / Senegal / Dakar	SN	SEN	Senegal	Dakar	Western Africa	Africa
EPI_ISL_419538	Human	Europe / Germany / Duesseldorf	DE	DEU	Germany	Duesseldorf	Western Europe	Europe
EPI_ISL_406223	Human	North America / USA / Arizona / Phoenix	US	USA	USA	Arizona	Northern America	North America
EPI_ISL_420519	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420518	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421849	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420515	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421847	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420514	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421848	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420517	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421845	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420516	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421846	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420511	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421843	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420510	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421844	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420513	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421841	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420512	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421842	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_426659	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_425327	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_425326	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_425325	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_425324	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_425323	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_425322	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_425321	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_425320	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_426660	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_426661	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_426662	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_426663	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_426664	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_426665	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_426666	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_426667	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_425319	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_426668	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_425318	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_426669	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_425317	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_425316	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_425315	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_425314	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_425313	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_425312	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_425311	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_415991	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_425310	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_414663	Human	Asia / China / Guangdong / Guangzhou	CN	CHN	China	Guangdong	Eastern Asia	Asia
EPI_ISL_426670	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_426671	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_426672	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_426673	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_426674	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_426675	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_426676	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_426677	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_425309	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_426678	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_425308	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_426679	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_425307	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_425306	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_424018	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_426637	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_425349	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_424017	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_426638	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_425348	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_424016	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_426639	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_425347	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_424015	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_425346	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_414691	Human	Asia / China / Guangdong / Guangzhou	CN	CHN	China	Guangdong	Eastern Asia	Asia
EPI_ISL_424014	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_425345	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_414690	Human	Asia / China / Guangdong / Guangzhou	CN	CHN	China	Guangdong	Eastern Asia	Asia
EPI_ISL_424013	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_425344	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_412030	Human	Asia / Hong Kong	HK	HKG	Hong Kong		Eastern Asia	Asia
EPI_ISL_424012	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_425343	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_414692	Human	Asia / China / Guangdong / Guangzhou	CN	CHN	China	Guangdong	Eastern Asia	Asia
EPI_ISL_424011	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_425342	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_424010	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_425341	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_425340	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_412034	Human	Asia / China / Wuhan	CN	CHN	China	Wuhan	Eastern Asia	Asia
EPI_ISL_412035	Human	Asia / China / Wuhan	CN	CHN	China	Wuhan	Eastern Asia	Asia
EPI_ISL_412036	Human	Asia / China / Wuhan	CN	CHN	China	Wuhan	Eastern Asia	Asia
EPI_ISL_412037	Human	Asia / China / Wuhan	CN	CHN	China	Wuhan	Eastern Asia	Asia
EPI_ISL_412038	Human	Asia / China / Wuhan	CN	CHN	China	Wuhan	Eastern Asia	Asia
EPI_ISL_412039	Human	Asia / China / Wuhan	CN	CHN	China	Wuhan	Eastern Asia	Asia
EPI_ISL_412029	Human	Asia / Hong Kong	HK	HKG	Hong Kong		Eastern Asia	Asia
EPI_ISL_426640	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_426641	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_426642	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_426643	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_426644	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_426645	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_424009	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_426646	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_424008	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_426647	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_425339	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_424007	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_426648	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_425338	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_424006	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_426649	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_425337	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_424005	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_425336	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_424004	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_425335	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_424003	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_425334	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_424002	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_425333	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_424001	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_425332	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_424000	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_425331	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_425330	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_414686	Human	Asia / China / Guangdong / Guangzhou	CN	CHN	China	Guangdong	Eastern Asia	Asia
EPI_ISL_414688	Human	Asia / China / Guangdong / Guangzhou	CN	CHN	China	Guangdong	Eastern Asia	Asia
EPI_ISL_414687	Human	Asia / China / Guangdong / Guangzhou	CN	CHN	China	Guangdong	Eastern Asia	Asia
EPI_ISL_412026	Human	Asia / China / Anhui / Hefei	CN	CHN	China	Anhui	Eastern Asia	Asia
EPI_ISL_412028	Human	Asia / Hong Kong	HK	HKG	Hong Kong		Eastern Asia	Asia
EPI_ISL_414689	Human	Asia / China / Guangdong / Guangzhou	CN	CHN	China	Guangdong	Eastern Asia	Asia
EPI_ISL_426650	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_426651	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_426652	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_426653	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_426654	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_426655	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
